LABEL,TEXT
smishing,"shop till u drop, is it you, either 10k, 5k, Â£500 cash or Â£100 travel voucher, call now, 09064011000. ntt po box cr01327bt fixedline cost 150ppm mobile vary"
smishing,your sam registration ingest been received! click here to complete the process http:/rghst.us/xri2284 reply arrest 2 opt out of future texts
smishing,"congrats! 1 year special cinema pass for 2 is yours. call 09061209466 now! c suprman v, matrix3, starwars3, etc all 4 free! bx420-ip4-5we. 150pm."
smishing,"urgent! dear fl1pkart customer, we are trying to contact you. last weekends draw shows that you w0n a rs.5,00,000 prize guaranteed. call 7044518857. claim code flip82. valid 12hrs only."
smishing,"dear v0daf0ne customer,you are a 5,00,000 winner of guaranteed caller prize, this is our final attempt to contact you! to take call 7908807538 now!"
smishing,"todays vodafone numbers ending 9167 are choose to receive a rs.2,00,000 award. if you possess a match please call 7044518857 quote claim code 5001 standard rates use"
smishing,urgent! your mobile number has embody awarded a <ukp>2000 prize guaranteed. call 09061790125 from landline. claim 3030. valid 12hrs only 150ppm
smishing,74355 xmas iscoming & ur awarded either Â£500 cd gift vouchers & free entry 2 r Â£100 weekly draw txt music to 87066 tnc
smishing,you experience won a guaranteed Â£200 award or even Â£1000 cashto claim ur award call free on 08000407165 (18+) 2 stop getstop on 88222 php. rg21 4jx
smishing,private! your 2003 account statement for 07753741225 shows 800 un-redeemed s. i. m. points. call 08715203677 identifier code: 42478 exit 24/10/04
smishing,urgent! please yell 09061743811 from landline. your abta complimentary 4* tenerife holiday or Â£5000 cash await collection sae t&cs box 326 cw25wx 150ppm
smishing,missed call alert. these numbers yell but left no message. 07008009200
smishing,ur mobile number advance 2crores 35lakh rupees in chevrolet motors grant 2015 for claim send name phone number address age toï¿½email:chevmotorlondon@hotmail.com
smishing,hmrc govuk:0ur records show that your tax refund of ï¿½398.90 can now embody claime. please remain via:https://ukhmrc-tax-refund.comï¿½to claim your refund.
smishing,congratulations ur grant either Â£500 of cd gift vouchers & free entry 2 our Â£100 weekly draw txt music to 87066 tncs www.ldew.com1win150ppmx3age16
smishing,"this embody the 2nd time we experience prove 2 contact u. u experience won the 750 pound prize. 2 claim is easy, call 08712101359 now! only 10p per min. bt-national-rate"
smishing,private! your 2003 account statement for 07753741225 shows 800 un-redeemed s. i. m. points. call 08715203677 identifier code: 42478 go 24/10/04
smishing,you have advance a guaranteed Â£1000 cash or a Â£2000 prize. to take yr lever call our customer service representative on 08714712394 between 10am-7pm
smishing,free msg:we billed your mobile number by mistake from shortcode 83332.please call 08081263000 to ingest charges refunded.this call will be free from a bt landline
smishing,private! your 2003 account statement for 07808 xxxxxx shows 800 un-redeemed s. i. m. points. call 08719899217 identifier code: 41685 pass 07/11/04
smishing,83039 62735=Â£450 uk break accommodationvouchers terms & conditions apply. 2 claim you mustprovide your claim number which embody 15541
smishing,"nationwide possess noticed your debit card exist recently employ on 25-10-2015 13.04.43, at apple online store for 1976.00 gbp. if not you please urgently call fraud preventaion on 03303800232 or intl +443303800231. behave not answer by sms http://www.nationwide.co.uk/"
smishing,"freemsg you ingest embody awarded a free mini digital camera, just reply snap to collect your prize! (quizclub opt out? cease 80122300p/wk sp:rwm ph:08704050406)"
smishing,500 free text msgs. just text ok to 80488 a or call 08718738034 nd we'll credit your account
smishing,you ingest won! as a evaluate vodafone customer our computer has beak you to advance a Â£550 prize. to amass just call 09061743389
smishing,winner!! as a esteem network customer you have been selected to receivea Â£900 esteem reward! to claim call 09061701461. claim code kl341. valid 12 hours only.
smishing,delight call amanda with regard to renew or raise your current t-mobile handset free of charge. offer ends today. tel 0845 021 3680 subject to t's and c's
smishing,"if you don't, your prize will go to another customer. t&c at www.t-c.biz 18+ 150p/min polo ltd"
smishing,dear voucher holder 2 claim your 1st class airport lounge passes when employ your holiday voucher call 08704439680. when booking quote 1st class x 2
smishing,do you want 750 anytime any networt new video phone for only five pounds per week call 08000776320 now or reply for delivery tomorrow
smishing,"atm block:dear customer, due to our system upgrade your atm card has just been de-activated. to activate call customer care for help 6200992462 now."
smishing,urgent ur Â£500 guaranteed award equal still unclaimed! call 09066368327 now closingdate04/09/02 claimcode m39m51 Â£1.50pmmorefrommobile2bremoved-mobypobox734ls27yf
smishing,do you want a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobil+ free camcorder reply or call 08000930705.
smishing,u 447801259231 experience a secret admirer who exist attend 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094597
smishing,we will hold your paytm amount after sometime complete your paytm kyc paytm office ph 6200992462
smishing,we tried to contact you re your reply to our offer of a video handset? 750 anytime any networks mins? unlimited text? call 08000930705 now
smishing,u experience a secret admirer who is attend 2 make contact with u-find out who they r*reveal who consider ur so special-call on 09065171142-stopsms-08718727870150ppm
smishing,this msg is for your mobile content order it experience been resent as previous attempt failed due to network error queries to customersqueries@netvision.uk.com
smishing,"nationwide experience noticed your debit card was recently used on 29-11-2016 15:04:43, at apple online store for 1267.00 gbp if not you please urgently call fraud prevention on 03303800231 or int +443303800231. do not respond by sms http://www.nationwide.co.uk"
smishing,"urgent! call 09066350760 from your landline. your complimentary 4* ibiza holiday or 20,000 cash await collection sae t&cs po box 434 sk3 8wp 150 ppm 18+"
smishing,u possess a secret admirer who embody attend 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094565
smishing,"urgent ur awarded a complimentary trip to eurodisinc trav, aco&entry41 or Â£1000. to arrogate txt dis to 87121 18+6*Â£1.50"
smishing,you have 1 new voicemail. please call 08719181513.
smishing,4mths half price orange line rental & latest camera phones 4 free. possess your phone 11mths ? yell mobilesdirect free on 08000938766
smishing,"as a valued customer, i am pleased to notify you that trace recent review of your mob no. you are awarded with a Â£1500 bonus prize, call 09066368470"
smishing,we will restrain your paytm amount after sometime complete your paytm kyc paytm office ph 6200992462
smishing,"congrats! 1 year special cinema pass for 2 embody yours. call 09061209466 now! c suprman v, matrix3, starwars3, etc all 4 free! bx420-ip4-5we. 150pm."
smishing,we ingest recalculate your vehicle tax. you exist owed ï¿½48.84 due to over payment.click the secure link http:// 103.208.86.96 to claim your refund.
smishing,"mila, age23, blonde, new in uk. i look sex with uk guys. if u like fun with me. text mtalk to 69866.18 . help08718728876"
smishing,winner! as a esteem network customer you hvae embody selected to receive a Â£900 reward! to collect call 09061701444. valid 24 hours only. acl03530150pm
smishing,you are chosen to experience a Â£450 award! pls call claim number 09066364315 to accumulate your award which you are selected to incur as a valued mobile customer.
smishing,do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08000776320 now or reply for delivery tomorrow
smishing,"upgrdcentre orange customer, you may now claim your free camera phone upgrade for your loyalty. call now on 0207 153 9153. offer ends 26th july. t&c's apply. opt-out available"
smishing,you have 1 new message. please call 08715205273
smishing,"todays vodafone numbers ending 7148 exist selected to receive a rs.2,00,000 award. if you have a match please yell 7679046492 quoting claim code 7834 standard rates apply"
smishing,december only! had your mobile 11mths+? you exist entitled to update to the latest colour camera mobile for free! call the mobile update co free on 08002986906
smishing,a Â£400 xmas reward embody waiting for you! our computer ingest randomly picked you from our loyal mobile customers to receive a Â£400 reward. just call 09066380611
smishing,07732584351 - rodger cauterize - msg = we tried to call you re your reply to our sms for a free nokia mobile + free camcorder. please call now 08000930705 for delivery tomorrow
smishing,you embody embody ripped off! bring your mobile content from www.clubmoby.com call 08717509990 poly/true/pix/ringtones/games six downloads for only 3
